label,no_unique_umid_14d,no_unique_ip2_14d,no_unique_ipisp_14d,id_new_umid_14d,id_new_ip2_14d,id_new_ipisp_14d,id_umid_same_seller_14d,id_ip2_same_seller_14d,avg_price_per_order_14d,std_price_per_order_14d,avg_discount_per_order_14d,std_discount_per_order_14d,avg_shpfee_per_order_14d,std_shpfee_per_order_14d,no_acct_umid_14d
1,1,2,2,1,1,1,0,1,2000000.0,0.0,0.0,0.0,0.0,0.0,5
1,2,4,2,1,1,1,0,1,2187633.3333333335,1445844.8057181733,3304333.3333333335,2134283.967881396,4000.0,5656.85424949238,44
1,1,2,1,1,1,1,0,1,7678964.285714285,70230.7584949466,1.1421035714285715E7,70230.75849494652,0.0,0.0,8
1,1,1,1,1,1,1,0,0,2740510.0,12000.0,2958490.0,12000.0,0.0,0.0,1
1,1,1,1,1,1,0,0,1,783000.0,771000.0,1168505.0,1162505.0,1375.0,1375.0,10
1,1,2,2,1,1,1,1,1,625000.0,0.0,440000.0,0.0,0.0,0.0,13
1,1,2,1,1,0,0,0,0,2255000.0,0.0,4245000.0,0.0,213000.0,0.0,1
1,1,3,2,1,1,1,0,1,1443668.3333333333,850348.8891854266,290666.6666666667,411064.74212977965,5666.666666666667,8013.876853447538,7
1,2,7,5,1,1,1,0,1,1172165.8,1020276.1954565832,1487931.4,1774336.0668035354,3080.0,3805.99527062239,7
1,1,3,1,1,0,0,0,1,868217.0,1030218.3988121159,811886.75,1377396.2194150737,8913.625,7888.3408258248455,2
1,1,2,2,1,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1,0,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,1
1,1,1,1,1,1,1,0,1,749650.0,720350.0,1112850.0,1093150.0,2750.0,2750.0,6
1,1,1,1,1,1,1,0,0,150000.0,0.0,0.0,0.0,9000.0,0.0,10
1,2,2,2,1,0,0,0,1,2144173.4545454546,2110283.852787942,181853.81818181818,258587.9188986419,5250.0,6311.0653185136225,6
1,2,5,2,1,1,0,0,1,328105.28571428574,593289.3066520183,152180.42857142858,250713.2304411654,6071.428571428572,2507.5396511402996,5
1,1,3,2,1,1,1,0,1,1664190.0,0.0,3894810.0,0.0,0.0,0.0,10
1,1,5,2,1,0,0,0,1,580087.3333333334,690459.2199366705,844414.3333333334,1053685.3257498443,3833.3333333333335,4268.749491621899,17
